,height,weight,age,gender,fitness_goal,activity,cooking_skill,nationality,user
414,184,70,44,Female,Keep Fit,HighActive,advanced,English,414
415,178,55,32,Male,Build Muscle,Sedentary,advanced,Hungarian,415
416,124,55,56,Female,Build Muscle,Active,intermediate,Japanese,416
417,157,45,26,Male,Build Muscle,Active,advanced,Japanese,417
418,184,100,58,Female,Build Muscle,Active,advanced,French,418
419,127,105,21,Female,Lose Weight,LowActive,advanced,Moroccan,419
420,133,70,32,Female,Build Muscle,Sedentary,intermediate,Japanese,420
421,184,105,43,Male,Keep Fit,Sedentary,intermediate,Chinese,421
422,124,70,47,Female,Lose Weight,Active,intermediate,Mexican,422
423,139,75,49,Male,Keep Fit,Sedentary,basic,Japanese,423
424,166,50,27,Female,Lose Weight,LowActive,basic,Chinese,424
425,181,80,60,Male,Keep Fit,Sedentary,basic,Southwestern,425
426,160,95,34,Male,Keep Fit,Sedentary,advanced,Indian,426
427,160,80,56,Female,Build Muscle,Sedentary,basic,Greek,427
428,190,95,55,Male,Build Muscle,HighActive,intermediate,Irish,428
429,148,100,49,Male,Lose Weight,Sedentary,basic,Italian,429
430,124,75,32,Male,Build Muscle,LowActive,basic,Chinese,430
431,157,60,21,Male,Build Muscle,HighActive,intermediate,Cuban,431
432,121,45,46,Female,Keep Fit,HighActive,intermediate,Irish,432
433,190,75,21,Male,Keep Fit,HighActive,intermediate,Spanish,433
434,121,90,35,Male,Build Muscle,LowActive,intermediate,Cajun & Creole,434
435,157,105,27,Male,Keep Fit,LowActive,intermediate,Swedish,435
436,175,55,47,Female,Build Muscle,HighActive,advanced,Greek,436
437,190,85,52,Female,Lose Weight,Active,basic,Indian,437
438,139,75,30,Female,Lose Weight,Active,intermediate,Cajun & Creole,438
439,190,40,56,Female,Lose Weight,HighActive,intermediate,American,439
440,145,95,22,Female,Lose Weight,Active,basic,Moroccan,440
441,169,40,48,Male,Lose Weight,HighActive,basic,French,441
442,175,95,39,Female,Build Muscle,Sedentary,advanced,Hungarian,442
443,175,100,20,Male,Lose Weight,LowActive,advanced,Swedish,443
444,145,90,31,Male,Keep Fit,Sedentary,intermediate,Japanese,444
445,124,80,52,Male,Lose Weight,LowActive,advanced,English,445
446,175,65,42,Male,Build Muscle,HighActive,advanced,Mediterranean,446
447,136,75,53,Female,Keep Fit,Active,intermediate,English,447
448,163,110,30,Male,Keep Fit,Active,advanced,German,448
449,148,65,35,Male,Lose Weight,LowActive,intermediate,Cajun & Creole,449
450,151,50,45,Male,Build Muscle,LowActive,basic,Southwestern,450
451,145,85,26,Male,Keep Fit,LowActive,basic,Southwestern,451
452,154,70,55,Female,Keep Fit,Active,advanced,English,452
453,142,60,59,Male,Lose Weight,LowActive,advanced,German,453
454,139,90,32,Male,Lose Weight,Active,intermediate,Italian,454
455,145,40,31,Female,Build Muscle,Sedentary,intermediate,Mexican,455
456,178,90,21,Female,Keep Fit,LowActive,advanced,Italian,456
457,160,90,22,Male,Keep Fit,LowActive,advanced,Mediterranean,457
458,142,105,45,Male,Build Muscle,Active,basic,Asian,458
459,175,105,28,Male,Keep Fit,Active,advanced,Spanish,459
460,145,45,52,Female,Build Muscle,Active,intermediate,Spanish,460
461,127,85,44,Male,Build Muscle,LowActive,advanced,Thai,461
462,121,40,25,Male,Lose Weight,Active,basic,Swedish,462
463,145,100,57,Female,Lose Weight,Active,intermediate,English,463
464,181,100,59,Male,Keep Fit,Active,basic,Italian,464
465,145,50,45,Male,Keep Fit,HighActive,advanced,Spanish,465
466,136,110,46,Male,Keep Fit,HighActive,intermediate,Japanese,466
467,148,90,54,Male,Keep Fit,LowActive,intermediate,Mediterranean,467
468,136,85,53,Male,Lose Weight,LowActive,basic,French,468
469,187,80,21,Male,Build Muscle,Sedentary,basic,Moroccan,469
470,178,80,27,Male,Lose Weight,Active,advanced,Hungarian,470
471,142,50,59,Female,Keep Fit,Active,advanced,Moroccan,471
472,133,85,58,Male,Keep Fit,LowActive,basic,Greek,472
473,139,50,60,Male,Keep Fit,HighActive,advanced,Greek,473
474,163,105,22,Male,Build Muscle,Sedentary,intermediate,Moroccan,474
475,127,65,60,Female,Keep Fit,Sedentary,intermediate,Cuban,475
476,133,110,23,Female,Keep Fit,Sedentary,intermediate,Thai,476
477,163,85,49,Male,Lose Weight,Active,basic,Cajun & Creole,477
478,178,85,32,Male,Keep Fit,LowActive,basic,German,478
479,127,40,23,Male,Lose Weight,Sedentary,intermediate,Chinese,479
480,142,75,25,Female,Lose Weight,Sedentary,basic,Hungarian,480
481,160,55,36,Male,Lose Weight,Active,basic,Asian,481
482,136,70,39,Female,Build Muscle,LowActive,basic,Mediterranean,482
483,133,55,55,Male,Keep Fit,Active,advanced,American,483
484,124,55,56,Female,Build Muscle,Active,intermediate,Cajun & Creole,484
485,157,80,30,Female,Keep Fit,LowActive,intermediate,Greek,485
486,157,110,22,Female,Keep Fit,Sedentary,intermediate,Chinese,486
487,133,75,52,Female,Keep Fit,Sedentary,intermediate,Southern & Soul Food,487
488,157,70,55,Female,Lose Weight,Active,intermediate,Cajun & Creole,488
489,190,55,44,Female,Keep Fit,Sedentary,basic,German,489
490,166,95,35,Female,Keep Fit,Sedentary,basic,Cuban,490
491,130,80,44,Female,Build Muscle,LowActive,advanced,French,491
492,133,110,50,Male,Keep Fit,Active,basic,Indian,492
493,154,45,31,Female,Keep Fit,Sedentary,advanced,Mexican,493
494,163,60,59,Female,Lose Weight,Sedentary,advanced,American,494
495,178,90,30,Female,Build Muscle,Sedentary,intermediate,Thai,495
496,136,45,30,Male,Keep Fit,LowActive,intermediate,Moroccan,496
497,166,95,49,Male,Build Muscle,Sedentary,advanced,Asian,497
498,178,110,25,Male,Lose Weight,LowActive,advanced,Greek,498
499,181,80,45,Male,Lose Weight,Sedentary,advanced,Irish,499
500,154,60,24,Female,Build Muscle,Active,advanced,Mediterranean,500
501,187,50,25,Male,Build Muscle,Active,basic,Cuban,501
502,166,80,55,Male,Keep Fit,HighActive,advanced,Swedish,502
503,139,65,22,Male,Build Muscle,LowActive,basic,German,503
504,178,110,47,Female,Lose Weight,Active,intermediate,Cajun & Creole,504
505,157,40,51,Female,Lose Weight,Sedentary,intermediate,English,505
506,178,85,57,Male,Build Muscle,Active,advanced,Asian,506
507,142,75,44,Female,Keep Fit,HighActive,advanced,Southern & Soul Food,507
508,163,110,28,Female,Lose Weight,HighActive,basic,German,508
509,166,110,21,Female,Keep Fit,Active,advanced,Thai,509
510,127,50,38,Female,Lose Weight,HighActive,intermediate,German,510
511,154,105,21,Female,Build Muscle,Active,intermediate,Thai,511
512,169,45,49,Female,Build Muscle,Active,advanced,Asian,512
513,172,100,21,Male,Keep Fit,LowActive,advanced,Mexican,513
514,187,65,55,Male,Build Muscle,HighActive,intermediate,Asian,514
515,163,50,24,Female,Build Muscle,HighActive,intermediate,Italian,515
516,184,100,28,Male,Build Muscle,Sedentary,advanced,Mexican,516
517,127,80,51,Female,Keep Fit,LowActive,advanced,Southwestern,517
518,148,105,51,Male,Lose Weight,LowActive,basic,Asian,518
519,145,70,37,Male,Lose Weight,LowActive,advanced,Cuban,519
520,175,45,56,Female,Build Muscle,Active,advanced,German,520
521,190,55,30,Female,Build Muscle,Sedentary,advanced,Chinese,521
522,178,65,53,Female,Build Muscle,Sedentary,intermediate,French,522
523,160,55,50,Male,Keep Fit,Sedentary,advanced,Asian,523
524,145,90,55,Female,Build Muscle,HighActive,basic,Southern & Soul Food,524
525,151,100,53,Male,Build Muscle,Active,advanced,Japanese,525
526,169,45,28,Female,Build Muscle,HighActive,advanced,Hungarian,526
527,151,40,30,Female,Build Muscle,Active,intermediate,Italian,527
528,172,90,34,Female,Keep Fit,HighActive,intermediate,Moroccan,528
529,154,50,23,Male,Lose Weight,LowActive,advanced,Moroccan,529
530,181,65,20,Female,Lose Weight,HighActive,intermediate,French,530
531,151,40,24,Female,Lose Weight,Active,advanced,Southwestern,531
532,145,105,32,Male,Build Muscle,Sedentary,advanced,Greek,532
533,136,70,50,Male,Build Muscle,Sedentary,basic,Chinese,533
534,139,55,42,Male,Keep Fit,Sedentary,advanced,Hungarian,534
535,142,70,50,Female,Build Muscle,Active,advanced,Italian,535
536,184,95,31,Female,Build Muscle,LowActive,advanced,Chinese,536
537,184,65,28,Female,Lose Weight,Active,basic,Hungarian,537
538,184,95,58,Male,Keep Fit,LowActive,intermediate,Hungarian,538
539,121,95,52,Female,Build Muscle,LowActive,advanced,Asian,539
540,157,55,53,Male,Lose Weight,Sedentary,basic,Swedish,540
541,187,110,21,Male,Keep Fit,LowActive,intermediate,German,541
542,187,80,40,Female,Build Muscle,LowActive,basic,Hungarian,542
543,130,45,46,Male,Build Muscle,LowActive,advanced,Chinese,543
544,145,105,25,Female,Lose Weight,LowActive,intermediate,Spanish,544
545,178,95,47,Male,Lose Weight,LowActive,intermediate,Mediterranean,545
546,130,80,47,Male,Keep Fit,LowActive,basic,Swedish,546
547,130,100,56,Female,Build Muscle,Active,advanced,Southern & Soul Food,547
548,190,55,49,Female,Build Muscle,Sedentary,intermediate,Indian,548
549,139,65,48,Male,Keep Fit,Sedentary,advanced,Italian,549
550,178,110,48,Male,Lose Weight,HighActive,basic,Irish,550
551,178,75,54,Female,Build Muscle,LowActive,intermediate,Chinese,551
552,172,50,32,Male,Build Muscle,Sedentary,intermediate,Southern & Soul Food,552
553,151,90,59,Male,Build Muscle,Active,intermediate,Cuban,553
554,160,90,44,Male,Lose Weight,LowActive,intermediate,Asian,554
555,160,110,48,Male,Build Muscle,Active,basic,Chinese,555
556,154,50,34,Male,Keep Fit,Active,advanced,Southern & Soul Food,556
557,178,55,42,Male,Lose Weight,HighActive,basic,Swedish,557
558,160,70,24,Female,Keep Fit,HighActive,intermediate,Cajun & Creole,558
559,139,90,46,Male,Lose Weight,Sedentary,advanced,Southwestern,559
560,130,50,26,Male,Build Muscle,LowActive,intermediate,Cuban,560
561,178,95,58,Female,Build Muscle,LowActive,intermediate,Hungarian,561
562,127,90,52,Male,Build Muscle,Sedentary,basic,Cuban,562
563,151,105,34,Female,Keep Fit,Active,advanced,Hungarian,563
564,142,60,55,Female,Build Muscle,HighActive,basic,Southern & Soul Food,564
565,154,50,21,Female,Lose Weight,LowActive,advanced,American,565
566,175,55,58,Female,Keep Fit,Active,basic,Thai,566
567,184,45,60,Male,Lose Weight,Sedentary,intermediate,Cajun & Creole,567
568,136,85,51,Male,Build Muscle,LowActive,basic,Mexican,568
569,154,80,31,Female,Lose Weight,HighActive,advanced,Chinese,569
570,127,75,32,Male,Lose Weight,LowActive,basic,Greek,570
571,178,70,28,Male,Build Muscle,Active,advanced,German,571
572,172,95,35,Female,Keep Fit,LowActive,basic,Southern & Soul Food,572
573,160,50,25,Male,Build Muscle,Sedentary,intermediate,Mexican,573
574,178,105,52,Male,Keep Fit,HighActive,advanced,Italian,574
575,160,105,56,Female,Build Muscle,HighActive,basic,Mediterranean,575
576,148,105,20,Female,Build Muscle,LowActive,basic,Moroccan,576
577,127,95,39,Male,Build Muscle,Sedentary,advanced,Chinese,577
578,124,95,55,Male,Keep Fit,Sedentary,advanced,Hungarian,578
579,133,60,43,Male,Keep Fit,Active,intermediate,Irish,579
580,154,80,46,Male,Build Muscle,LowActive,advanced,French,580
581,175,85,56,Female,Keep Fit,LowActive,advanced,Cuban,581
582,121,60,21,Female,Keep Fit,Active,basic,Japanese,582
583,178,50,24,Female,Lose Weight,LowActive,intermediate,German,583
584,145,70,40,Female,Keep Fit,LowActive,basic,Greek,584
585,178,45,30,Female,Build Muscle,Active,basic,German,585
586,121,70,46,Male,Build Muscle,HighActive,basic,Greek,586
587,142,45,42,Female,Build Muscle,Active,intermediate,American,587
588,142,40,51,Female,Build Muscle,HighActive,basic,Indian,588
589,145,75,42,Female,Keep Fit,HighActive,intermediate,Moroccan,589
590,178,50,54,Female,Lose Weight,Sedentary,advanced,Moroccan,590
591,145,95,41,Male,Build Muscle,Active,advanced,Moroccan,591
592,181,100,60,Male,Build Muscle,HighActive,intermediate,Italian,592
593,133,85,58,Male,Keep Fit,Active,basic,Japanese,593
594,121,55,37,Female,Keep Fit,Active,basic,Greek,594
595,187,55,49,Female,Lose Weight,LowActive,advanced,German,595
596,139,110,44,Male,Lose Weight,HighActive,intermediate,Greek,596
597,172,95,52,Male,Lose Weight,LowActive,intermediate,German,597
598,181,90,22,Male,Build Muscle,LowActive,basic,Spanish,598
599,166,95,32,Female,Lose Weight,Active,basic,Mexican,599
600,136,60,40,Male,Keep Fit,Sedentary,intermediate,Mexican,600
601,157,105,57,Male,Lose Weight,LowActive,basic,English,601
602,127,100,45,Male,Lose Weight,Sedentary,advanced,Irish,602
603,172,110,35,Female,Build Muscle,Sedentary,basic,Southern & Soul Food,603
604,154,65,58,Male,Lose Weight,Sedentary,advanced,Asian,604
605,154,95,52,Female,Lose Weight,LowActive,intermediate,Cuban,605
606,136,70,27,Female,Lose Weight,Active,advanced,Thai,606
607,127,60,53,Female,Keep Fit,Sedentary,intermediate,Mexican,607
608,121,70,55,Male,Keep Fit,LowActive,basic,American,608
609,172,95,26,Male,Lose Weight,Sedentary,basic,Swedish,609
610,181,75,21,Male,Keep Fit,HighActive,basic,Swedish,610
611,157,45,52,Male,Keep Fit,Sedentary,basic,Cuban,611
612,133,110,34,Male,Lose Weight,HighActive,basic,Cuban,612
613,181,80,54,Male,Build Muscle,LowActive,advanced,Mediterranean,613
614,160,50,55,Female,Keep Fit,LowActive,intermediate,Southern & Soul Food,614
615,145,85,38,Male,Lose Weight,Sedentary,intermediate,Southwestern,615
616,136,95,25,Male,Lose Weight,Active,basic,Cuban,616
617,148,105,23,Female,Keep Fit,HighActive,advanced,Mediterranean,617
618,187,55,40,Female,Build Muscle,HighActive,basic,Cuban,618
619,169,85,28,Female,Keep Fit,Sedentary,basic,Irish,619
620,190,45,29,Female,Build Muscle,HighActive,intermediate,Swedish,620
621,181,100,35,Female,Lose Weight,HighActive,intermediate,Cuban,621
622,133,80,31,Female,Lose Weight,HighActive,basic,Irish,622
623,181,40,50,Male,Build Muscle,Active,advanced,Mexican,623
624,163,110,28,Male,Keep Fit,HighActive,intermediate,Mediterranean,624
625,175,55,30,Female,Build Muscle,Sedentary,intermediate,Japanese,625
626,178,80,24,Male,Lose Weight,Active,intermediate,Thai,626
627,187,105,42,Male,Keep Fit,LowActive,advanced,Cajun & Creole,627
628,178,85,54,Female,Lose Weight,Sedentary,intermediate,American,628
629,166,55,59,Male,Lose Weight,Sedentary,basic,American,629
630,136,60,54,Female,Keep Fit,Sedentary,advanced,Southern & Soul Food,630
631,175,95,43,Female,Build Muscle,Sedentary,basic,Italian,631
632,154,110,38,Male,Build Muscle,Sedentary,advanced,Chinese,632
633,154,100,56,Female,Lose Weight,LowActive,basic,Mexican,633
634,127,100,35,Female,Build Muscle,HighActive,advanced,Indian,634
635,172,60,28,Male,Lose Weight,HighActive,intermediate,Moroccan,635
636,172,90,52,Female,Build Muscle,Sedentary,basic,Italian,636
637,121,45,22,Male,Build Muscle,Sedentary,intermediate,Hungarian,637
638,184,70,37,Female,Lose Weight,Sedentary,intermediate,German,638
639,136,60,53,Female,Build Muscle,LowActive,basic,Swedish,639
640,169,70,35,Male,Build Muscle,HighActive,advanced,Southwestern,640
641,166,90,45,Female,Lose Weight,Sedentary,basic,Chinese,641
642,130,105,51,Male,Keep Fit,Sedentary,basic,Mediterranean,642
643,172,40,30,Female,Keep Fit,HighActive,advanced,Asian,643
644,163,40,40,Female,Keep Fit,LowActive,basic,Cuban,644
645,187,80,43,Male,Keep Fit,Sedentary,advanced,Italian,645
646,139,110,51,Female,Keep Fit,HighActive,basic,Indian,646
647,145,105,33,Male,Keep Fit,Active,advanced,German,647
648,157,45,25,Female,Lose Weight,LowActive,intermediate,Greek,648
649,172,45,57,Male,Build Muscle,LowActive,advanced,Southwestern,649
650,169,90,45,Female,Build Muscle,Active,basic,German,650
651,139,55,48,Female,Lose Weight,Active,intermediate,Indian,651
652,136,70,41,Female,Build Muscle,HighActive,intermediate,Chinese,652
653,148,100,51,Female,Lose Weight,HighActive,basic,Hungarian,653
654,166,110,44,Female,Build Muscle,Sedentary,basic,Cuban,654
655,157,60,26,Female,Lose Weight,Sedentary,basic,Spanish,655
656,148,90,35,Male,Build Muscle,HighActive,intermediate,Spanish,656
657,163,50,38,Female,Keep Fit,Sedentary,intermediate,Southern & Soul Food,657
658,148,45,33,Male,Lose Weight,LowActive,intermediate,Hungarian,658
659,130,105,33,Female,Build Muscle,Sedentary,intermediate,French,659
660,163,105,55,Female,Build Muscle,LowActive,advanced,Swedish,660
661,145,60,47,Female,Keep Fit,HighActive,advanced,Moroccan,661
662,127,110,43,Female,Keep Fit,Sedentary,intermediate,Greek,662
663,124,65,30,Male,Keep Fit,Sedentary,intermediate,Hungarian,663
664,154,45,20,Male,Build Muscle,HighActive,advanced,Spanish,664
665,163,85,29,Male,Keep Fit,LowActive,advanced,Moroccan,665
666,127,65,51,Male,Keep Fit,Active,advanced,Hungarian,666
667,187,85,51,Male,Build Muscle,HighActive,advanced,Moroccan,667
668,184,70,51,Female,Keep Fit,Active,intermediate,Mexican,668
669,145,80,50,Male,Build Muscle,LowActive,basic,Cuban,669
670,142,70,57,Female,Keep Fit,Active,basic,English,670
671,127,90,41,Male,Keep Fit,Sedentary,advanced,Southwestern,671
672,160,95,26,Female,Keep Fit,LowActive,basic,Greek,672
673,160,80,57,Female,Keep Fit,HighActive,intermediate,English,673
674,166,110,48,Female,Keep Fit,Active,intermediate,Japanese,674
675,181,95,32,Male,Lose Weight,HighActive,intermediate,Indian,675
676,160,70,30,Male,Lose Weight,Active,basic,Irish,676
677,160,70,39,Female,Keep Fit,Active,basic,American,677
678,163,60,40,Female,Lose Weight,Active,advanced,Cuban,678
679,121,60,42,Male,Lose Weight,Sedentary,advanced,Chinese,679
680,142,80,45,Male,Build Muscle,Sedentary,intermediate,Spanish,680
681,124,90,52,Male,Keep Fit,Sedentary,intermediate,Greek,681
682,160,100,37,Female,Build Muscle,Active,intermediate,Greek,682
683,166,65,50,Male,Lose Weight,LowActive,intermediate,English,683
684,178,50,52,Male,Lose Weight,LowActive,advanced,Mediterranean,684
685,121,85,59,Male,Lose Weight,LowActive,intermediate,Asian,685
686,166,90,33,Male,Keep Fit,Sedentary,intermediate,Irish,686
687,133,50,29,Male,Keep Fit,Sedentary,intermediate,Mexican,687
688,139,60,32,Female,Lose Weight,Active,advanced,Cajun & Creole,688
689,148,75,21,Male,Keep Fit,Sedentary,intermediate,Cajun & Creole,689
690,163,95,58,Female,Build Muscle,LowActive,advanced,Spanish,690
691,190,60,22,Female,Lose Weight,Active,advanced,Swedish,691
692,151,70,30,Female,Lose Weight,LowActive,intermediate,Thai,692
693,154,60,21,Female,Keep Fit,HighActive,advanced,Japanese,693
694,130,80,49,Male,Lose Weight,HighActive,basic,Moroccan,694
695,187,100,41,Female,Keep Fit,Active,intermediate,Greek,695
696,151,85,26,Male,Keep Fit,Sedentary,intermediate,Greek,696
697,175,40,39,Male,Build Muscle,HighActive,basic,Moroccan,697
698,166,70,36,Male,Build Muscle,HighActive,advanced,English,698
